word,times,first_date,last_date,first_president,last_president
her,15,1789-04-30,2013-01-21,George Washington,Barack Obama
here,40,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
hereafter,3,1821-03-04,1901-03-04,James Monroe,William McKinley
hereafter—with,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
herein,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
heretofore,12,1805-03-04,1901-03-04,Thomas Jefferson,William McKinley
heritage,7,1905-03-04,2009-01-20,Theodore Roosevelt,Barack Obama
hero,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
heroes,7,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
heroic,5,1813-03-04,1993-01-20,James Madison,William J. Clinton
heroism,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
herself,3,1845-03-04,1989-01-20,James K. Polk,George Bush
hesitate,2,1797-03-04,1925-03-04,John Adams,Calvin Coolidge
hesitation,4,1797-03-04,1985-01-21,John Adams,Ronald Reagan
hidden,1,2001-01-20,2001-01-20,George W. Bush,George W. Bush
hideous,1,1881-09-22,1881-09-22,Chester A. Arthur,Chester A. Arthur
hides,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
hiding,1,1905-03-04,1905-03-04,Theodore Roosevelt,Theodore Roosevelt
high,40,1793-03-04,2009-01-20,George Washington,Barack Obama
high-minded,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
higher,12,1853-03-04,2013-01-21,Franklin Pierce,Barack Obama
highest,22,1797-03-04,2005-01-20,John Adams,George W. Bush
highly,4,1817-03-04,1921-03-04,James Monroe,Warren G. Harding
highways,4,1897-03-04,2017-01-20,William McKinley,Donald J. Trump
hill,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
hills,4,1889-03-04,2013-01-21,Benjamin Harrison,Barack Obama
hillsides,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
him,19,1801-03-04,1965-01-20,Thomas Jefferson,Lyndon B. Johnson
himself,19,1797-03-04,1989-01-20,John Adams,George Bush
hindrance,1,1897-03-04,1897-03-04,William McKinley,William McKinley
hindus,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
hire,1,2017-01-20,2017-01-20,Donald J. Trump,Donald J. Trump
hiring,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
his,52,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
historians,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
historic,10,1937-01-20,2021-01-20,Franklin D. Roosevelt,Joseph R. Biden
historical,1,1901-03-04,1901-03-04,William McKinley,William McKinley
history,38,1797-03-04,2021-01-20,John Adams,Joseph R. Biden
hit,1,1941-01-20,1941-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
hitherto,7,1841-03-04,1937-01-20,William Henry Harrison,Franklin D. Roosevelt
hitherward,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
hoards,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
hold,19,1809-03-04,2013-01-21,James Madison,Barack Obama
holder,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
holders,2,1881-03-04,1897-03-04,James A. Garfield,William McKinley
holding,3,1849-03-05,1925-03-04,Zachary Taylor,Calvin Coolidge
holds,6,1817-03-04,1961-01-20,James Monroe,John F. Kennedy
holiday,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
holy,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
homage,1,1789-04-30,1789-04-30,George Washington,George Washington
home,34,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
homeless,2,1969-01-20,1989-01-20,Richard Nixon,George Bush
homes,12,1841-03-04,2017-01-20,William Henry Harrison,Donald J. Trump
homestead,1,2005-01-20,2005-01-20,George W. Bush,George W. Bush
honest,19,1789-04-30,2013-01-21,George Washington,Barack Obama
honestly,10,1805-03-04,2017-01-20,Thomas Jefferson,Donald J. Trump
honesty,7,1801-03-04,2009-01-20,Thomas Jefferson,Barack Obama
honor,34,1793-03-04,2021-01-20,George Washington,Joseph R. Biden
honorable,20,1789-04-30,2005-01-20,George Washington,George W. Bush
honorably,3,1901-03-04,1977-01-20,William McKinley,Jimmy Carter
honorably—we,1,1945-01-20,1945-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
honored,7,1789-04-30,2005-01-20,George Washington,George W. Bush
honoring,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
honors,2,1837-03-04,1957-01-21,Martin van Buren,Dwight D. Eisenhower
hope,47,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
hoped,6,1837-03-04,1933-03-04,Martin van Buren,Franklin D. Roosevelt
hopeful,5,1853-03-04,2013-01-21,Franklin Pierce,Barack Obama
hopefully,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
hopefulness,1,1989-01-20,1989-01-20,George Bush,George Bush
hopeless,2,1965-01-20,2001-01-20,Lyndon B. Johnson,George W. Bush
hopelessness,2,2005-01-20,2021-01-20,George W. Bush,Joseph R. Biden
hopes,23,1789-04-30,2017-01-20,George Washington,Donald J. Trump
hope—because,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
hoping,2,1985-01-21,1989-01-20,Ronald Reagan,George Bush
horizon,2,2009-01-20,2017-01-20,Barack Obama,Donald J. Trump
horizons,2,1937-01-20,1969-01-20,Franklin D. Roosevelt,Richard Nixon
horn,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
horror,1,1881-09-22,1881-09-22,Chester A. Arthur,Chester A. Arthur
horrors,2,1901-03-04,2001-01-20,William McKinley,George W. Bush
horseback,2,1985-01-21,1993-01-20,Ronald Reagan,William J. Clinton
hospitable,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
hospitality,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
host,2,1933-03-04,1961-01-20,Franklin D. Roosevelt,John F. Kennedy
hostile,8,1837-03-04,1997-01-20,Martin van Buren,William J. Clinton
hostilities,1,1949-01-20,1949-01-20,Harry S. Truman,Harry S. Truman
hostility,4,1821-03-04,1973-01-20,James Monroe,Richard Nixon
hot,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
hour,12,1845-03-04,2021-01-20,James K. Polk,Joseph R. Biden
hours,5,1921-03-04,2013-01-21,Warren G. Harding,Barack Obama
house,9,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
housed,2,1889-03-04,1941-01-20,Benjamin Harrison,Franklin D. Roosevelt
household,2,1805-03-04,1921-03-04,Thomas Jefferson,Warren G. Harding
houses,2,1797-03-04,1841-03-04,John Adams,William Henry Harrison
housing,3,1949-01-20,1973-01-20,Harry S. Truman,Richard Nixon
how,26,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
however,27,1797-03-04,2017-01-20,John Adams,Donald J. Trump
huddled,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
human,37,1789-04-30,2013-01-21,George Washington,Barack Obama
humane,6,1829-03-04,1977-01-20,Andrew Jackson,Jimmy Carter
humanity,20,1797-03-04,2009-01-20,John Adams,Barack Obama
humanity-seeing,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
humanize,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
humankind,2,1921-03-04,1953-01-20,Warren G. Harding,Dwight D. Eisenhower
humble,12,1789-04-30,2009-01-20,George Washington,Barack Obama
humbled,3,2001-01-20,2021-01-20,George W. Bush,Joseph R. Biden
humblest,2,1837-03-04,1913-03-04,Martin van Buren,Woodrow Wilson
humbly,9,1837-03-04,1977-01-20,Martin van Buren,Jimmy Carter
humiliating,2,1853-03-04,1909-03-04,Franklin Pierce,William Howard Taft
humiliation,1,2005-01-20,2005-01-20,George W. Bush,George W. Bush
humiliations,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
humility,8,1921-03-04,2021-01-20,Warren G. Harding,Joseph R. Biden
humors,1,1917-03-05,1917-03-05,Woodrow Wilson,Woodrow Wilson
humphrey,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
hundred,9,1865-03-04,1981-01-20,Abraham Lincoln,Ronald Reagan
hundreds,2,1949-01-20,2021-01-20,Harry S. Truman,Joseph R. Biden
hunger,5,1949-01-20,2005-01-20,Harry S. Truman,George W. Bush
hungers,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
hungry,5,1957-01-21,2009-01-20,Dwight D. Eisenhower,Barack Obama
hunter,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
hunters,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
hurricanes,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
hurry,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
hurt,1,1989-01-20,1989-01-20,George Bush,George Bush
hurtful,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
hurts,1,2001-01-20,2001-01-20,George W. Bush,George W. Bush
husband,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
husbandry,2,1805-03-04,1821-03-04,Thomas Jefferson,James Monroe
husbands,1,2021-01-20,2021-01-20,Joseph R. Biden,Joseph R. Biden
hushing,1,1877-03-05,1877-03-05,Rutherford B. Hayes,Rutherford B. Hayes
huts,1,1961-01-20,1961-01-20,John F. Kennedy,John F. Kennedy
hymns,1,1989-01-20,1989-01-20,George Bush,George Bush
hypercritical,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
hysteria,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
i,61,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
icy,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
idea,11,1797-03-04,2013-01-21,John Adams,Barack Obama
ideal,9,1889-03-04,2021-01-20,Benjamin Harrison,Joseph R. Biden
idealism,7,1925-03-04,2005-01-20,Calvin Coolidge,George W. Bush
idealistic,3,1977-01-20,2005-01-20,Jimmy Carter,George W. Bush
idealists,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
ideals,12,1913-03-04,2013-01-21,Woodrow Wilson,Barack Obama
ideas,9,1797-03-04,2013-01-21,John Adams,Barack Obama
identical,2,1861-03-04,1877-03-05,Abraham Lincoln,Rutherford B. Hayes
identified,4,1821-03-04,1929-03-04,James Monroe,Herbert Hoover
identity,2,1861-03-04,1953-01-20,Abraham Lincoln,Dwight D. Eisenhower
ideologies,1,2005-01-20,2005-01-20,George W. Bush,George W. Bush
ideology,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
idle,3,1853-03-04,1981-01-20,Franklin Pierce,Ronald Reagan
idleness,1,1897-03-04,1897-03-04,William McKinley,William McKinley
if,55,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
igniting,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
ignorance,8,1805-03-04,2001-01-20,Thomas Jefferson,George W. Bush
ignorant,6,1817-03-04,1925-03-04,James Monroe,Calvin Coolidge
ignore,1,2005-01-20,2005-01-20,George W. Bush,George W. Bush
ignored,1,2017-01-20,2017-01-20,Donald J. Trump,Donald J. Trump
ii,2,1973-01-20,2021-01-20,Richard Nixon,Joseph R. Biden
ill,4,1805-03-04,2009-01-20,Thomas Jefferson,Barack Obama
ill-advised,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
ill-clad,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
ill-considered,2,1921-03-04,1929-03-04,Warren G. Harding,Herbert Hoover
ill-housed,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
ill-nourished,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
illegal,3,1821-03-04,1929-03-04,James Monroe,Herbert Hoover
illiteracy,3,1881-03-04,1929-03-04,James A. Garfield,Herbert Hoover
illness,1,2013-01-21,2013-01-21,Barack Obama,Barack Obama
illnesses,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
ills,5,1861-03-04,2013-01-21,Abraham Lincoln,Barack Obama
illuminated,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
illumine,1,1881-09-22,1881-09-22,Chester A. Arthur,Chester A. Arthur
illumined,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
illumines,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
illustrated,3,1821-03-04,1853-03-04,James Monroe,Franklin Pierce
illustrious,7,1809-03-04,1849-03-05,James Madison,Zachary Taylor
image,5,1933-03-04,2005-01-20,Franklin D. Roosevelt,George W. Bush
imagination,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
imagine,3,1965-01-20,2009-01-20,Lyndon B. Johnson,Barack Obama
imbibed,1,1833-03-04,1833-03-04,Andrew Jackson,Andrew Jackson
imbittered,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
imitate,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
imitating,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
imitation,2,1797-03-04,1957-01-21,John Adams,Dwight D. Eisenhower
immeasurable,2,1877-03-05,1925-03-04,Rutherford B. Hayes,Calvin Coolidge
immeasurably,1,1897-03-04,1897-03-04,William McKinley,William McKinley
immediate,13,1801-03-04,1933-03-04,Thomas Jefferson,Franklin D. Roosevelt
immediately,5,1821-03-04,1897-03-04,James Monroe,William McKinley
immediately-but,1,1945-01-20,1945-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
immense,3,1821-03-04,1893-03-04,James Monroe,Grover Cleveland
immensely,2,1881-03-04,1953-01-20,James A. Garfield,Dwight D. Eisenhower
immigrant,2,2001-01-20,2013-01-21,George W. Bush,Barack Obama
immigrants,3,1909-03-04,2013-01-21,William Howard Taft,Barack Obama
immigration,6,1885-03-04,2017-01-20,Grover Cleveland,Donald J. Trump
imminent,1,1821-03-04,1821-03-04,James Monroe,James Monroe
immortal,2,1797-03-04,1921-03-04,John Adams,Warren G. Harding
immunities,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
immunity,2,1841-03-04,1897-03-04,William Henry Harrison,William McKinley
immutable,2,1789-04-30,1841-03-04,George Washington,William Henry Harrison
impact,2,1941-01-20,2013-01-21,Franklin D. Roosevelt,Barack Obama
impair,1,1833-03-04,1833-03-04,Andrew Jackson,Andrew Jackson
impaired,2,1857-03-04,1921-03-04,James Buchanan,Warren G. Harding
impairing,4,1817-03-04,1913-03-04,James Monroe,Woodrow Wilson
impairment,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
imparted,3,1789-04-30,1841-04-09,George Washington,John Tyler
impartial,4,1797-03-04,1897-03-04,John Adams,William McKinley
impartiality,4,1797-03-04,1889-03-04,John Adams,Benjamin Harrison
impartially,2,1801-03-04,1849-03-05,Thomas Jefferson,Zachary Taylor
impassable,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
impassioned,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
impatience,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
impede,2,1921-03-04,1925-03-04,Warren G. Harding,Calvin Coolidge
impelled,2,1809-03-04,1921-03-04,James Madison,Warren G. Harding
impels,1,1933-03-04,1933-03-04,Franklin D. Roosevelt,Franklin D. Roosevelt
impending,2,1865-03-04,1901-03-04,Abraham Lincoln,William McKinley
impenetrable,1,1829-03-04,1829-03-04,Andrew Jackson,Andrew Jackson
imperative,9,1841-04-09,2005-01-20,John Tyler,George W. Bush
imperatively,5,1853-03-04,1909-03-04,Franklin Pierce,William Howard Taft
imperfect,3,1801-03-04,2013-01-21,Thomas Jefferson,Barack Obama
imperfection,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
imperfectly,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
imperialism,3,1929-03-04,1953-01-20,Herbert Hoover,Dwight D. Eisenhower
imperiled,2,1881-09-22,1953-01-20,Chester A. Arthur,Dwight D. Eisenhower
imperious,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
imperishable,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
impertinence,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
implements,2,1805-03-04,1817-03-04,Thomas Jefferson,James Monroe
implicated,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
implication,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
implicit,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
implied,4,1801-03-04,1861-03-04,Thomas Jefferson,Abraham Lincoln
implies,2,1877-03-05,1929-03-04,Rutherford B. Hayes,Herbert Hoover
implore,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
imply,2,1929-03-04,1953-01-20,Herbert Hoover,Dwight D. Eisenhower
impolitic,1,1841-04-09,1841-04-09,John Tyler,John Tyler
imponderable,1,1949-01-20,1949-01-20,Harry S. Truman,Harry S. Truman
import,3,1805-03-04,1909-03-04,Thomas Jefferson,William Howard Taft
importance,18,1817-03-04,1945-01-20,James Monroe,Franklin D. Roosevelt
important,34,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
importantly,2,1969-01-20,2017-01-20,Richard Nixon,Donald J. Trump
importation,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
imports,3,1873-03-04,1921-03-04,Ulysses S. Grant,Warren G. Harding
importunate,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
importunity,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
impose,8,1801-03-04,2017-01-20,Thomas Jefferson,Donald J. Trump
imposed,12,1813-03-04,1949-01-20,James Madison,Harry S. Truman
imposes,9,1821-03-04,1977-01-20,James Monroe,Jimmy Carter
imposing,3,1821-03-04,1845-03-04,James Monroe,James K. Polk
imposition,2,1841-04-09,1889-03-04,John Tyler,Benjamin Harrison
impossibility,1,1957-01-21,1957-01-21,Dwight D. Eisenhower,Dwight D. Eisenhower
impossible,12,1821-03-04,1941-01-20,James Monroe,Franklin D. Roosevelt
impost,1,1829-03-04,1829-03-04,Andrew Jackson,Andrew Jackson
imposts,3,1821-03-04,1861-03-04,James Monroe,Abraham Lincoln
impotence,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
impotency,1,1901-03-04,1901-03-04,William McKinley,William McKinley
impotent,3,1845-03-04,1937-01-20,James K. Polk,Franklin D. Roosevelt
impoverished,3,1833-03-04,1957-01-21,Andrew Jackson,Dwight D. Eisenhower
impoverishing,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
impoverishment,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
impracticable,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
impregnable,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
impregnably,1,1789-04-30,1789-04-30,George Washington,George Washington
impress,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
impressed,7,1821-03-04,1893-03-04,James Monroe,Grover Cleveland
impresses,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
impression,1,1809-03-04,1809-03-04,James Madison,James Madison
impressions,2,1789-04-30,1813-03-04,George Washington,James Madison
impressive,3,1853-03-04,1929-03-04,Franklin Pierce,Herbert Hoover
impressively,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
improper,1,1789-04-30,1789-04-30,George Washington,George Washington
improprieties,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
impropriety,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
improve,9,1797-03-04,1949-01-20,John Adams,Harry S. Truman
improved,4,1817-03-04,1897-03-04,James Monroe,William McKinley
improvement,14,1801-03-04,1949-01-20,Thomas Jefferson,Harry S. Truman
improvements,5,1797-03-04,1829-03-04,John Adams,Andrew Jackson
improving,2,1805-03-04,1969-01-20,Thomas Jefferson,Richard Nixon
improvised,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
imprudent,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
impulse,2,1853-03-04,1893-03-04,Franklin Pierce,Grover Cleveland
impulses,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
impunity,4,1853-03-04,1977-01-20,Franklin Pierce,Jimmy Carter
in,62,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
inability,2,1837-03-04,1909-03-04,Martin van Buren,William Howard Taft
inaction,1,1941-01-20,1941-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
inadequacy,1,1809-03-04,1809-03-04,James Madison,James Madison
inadequate,5,1857-03-04,2013-01-21,James Buchanan,Barack Obama
inadmissible,2,1853-03-04,1861-03-04,Franklin Pierce,Abraham Lincoln
inalienable,3,1949-01-20,1985-01-21,Harry S. Truman,Ronald Reagan
inapplicable,1,1789-04-30,1789-04-30,George Washington,George Washington
inappropriately,1,1841-04-09,1841-04-09,John Tyler,John Tyler
inasmuch,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
inattention,2,1797-03-04,1889-03-04,John Adams,Benjamin Harrison
inaugural,6,1841-04-09,2021-01-20,John Tyler,Joseph R. Biden
inaugurate,3,1921-03-04,2013-01-21,Warren G. Harding,Barack Obama
inaugurated,2,1877-03-05,1897-03-04,Rutherford B. Hayes,William McKinley
inauguration,9,1825-03-04,2001-01-20,John Quincy Adams,George W. Bush
inborn,1,2001-01-20,2001-01-20,George W. Bush,George W. Bush
incalculable,1,1833-03-04,1833-03-04,Andrew Jackson,Andrew Jackson
incapable,1,1817-03-04,1817-03-04,James Monroe,James Monroe
incapacities,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
incapacity,2,1789-04-30,1821-03-04,George Washington,James Monroe
incautiously,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
incentive,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
incentives,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
inches,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
incident,6,1789-04-30,1921-03-04,George Washington,Warren G. Harding
incidental,2,1825-03-04,1845-03-04,John Quincy Adams,James K. Polk
incidents,2,1853-03-04,1889-03-04,Franklin Pierce,Benjamin Harrison
inclination,3,1789-04-30,1861-03-04,George Washington,Abraham Lincoln
inclining,1,1797-03-04,1797-03-04,John Adams,John Adams
include,3,1893-03-04,1929-03-04,Grover Cleveland,Herbert Hoover
included,4,1789-04-30,1929-03-04,George Washington,Herbert Hoover
including,6,1837-03-04,2005-01-20,Martin van Buren,George W. Bush
income,5,1805-03-04,1933-03-04,Thomas Jefferson,Franklin D. Roosevelt
incomes,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
incoming,2,1861-03-04,1909-03-04,Abraham Lincoln,William Howard Taft
incomparably,2,1877-03-05,1913-03-04,Rutherford B. Hayes,Woodrow Wilson
incompatible,3,1829-03-04,1889-03-04,Andrew Jackson,Benjamin Harrison
incompetence,1,1933-03-04,1933-03-04,Franklin D. Roosevelt,Franklin D. Roosevelt
incompetency,2,1885-03-04,1889-03-04,Grover Cleveland,Benjamin Harrison
incompetent,3,1829-03-04,1897-03-04,Andrew Jackson,William McKinley
inconceivable,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
incongruity,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
inconsiderable,2,1829-03-04,1853-03-04,Andrew Jackson,Franklin Pierce
inconsiderate,2,1845-03-04,1909-03-04,James K. Polk,William Howard Taft
inconsiderately,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
inconsistencies,1,1813-03-04,1813-03-04,James Madison,James Madison
inconsistent,2,1857-03-04,1893-03-04,James Buchanan,Grover Cleveland
inconvenient,2,1805-03-04,1901-03-04,Thomas Jefferson,William McKinley
incorporated,4,1805-03-04,1929-03-04,Thomas Jefferson,Herbert Hoover
increase,19,1809-03-04,1985-01-21,James Madison,Ronald Reagan
increased,10,1805-03-04,1949-01-20,Thomas Jefferson,Harry S. Truman
increases,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
increasing,14,1797-03-04,1993-01-20,John Adams,William J. Clinton
increasingly,2,1929-03-04,2005-01-20,Herbert Hoover,George W. Bush
incredible,1,1965-01-20,1965-01-20,Lyndon B. Johnson,Lyndon B. Johnson
incredibly,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
inculcate,2,1805-03-04,1833-03-04,Thomas Jefferson,Andrew Jackson
inculcating,2,1801-03-04,1897-03-04,Thomas Jefferson,William McKinley
incumbency,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
incumbent,2,1821-03-04,1841-04-09,James Monroe,John Tyler
incumbents,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
incurred,2,1821-03-04,1837-03-04,James Monroe,Martin van Buren
incurring,2,1793-03-04,1845-03-04,George Washington,James K. Polk
indebted,4,1825-03-04,1929-03-04,John Quincy Adams,Herbert Hoover
indebtedness,2,1869-03-04,1921-03-04,Ulysses S. Grant,Warren G. Harding
indecent,2,1889-03-04,1937-01-20,Benjamin Harrison,Franklin D. Roosevelt
indeed,13,1797-03-04,1993-01-20,John Adams,William J. Clinton
independence,26,1797-03-04,2013-01-21,John Adams,Barack Obama
independent,17,1789-04-30,1925-03-04,George Washington,Calvin Coolidge
independently,1,1821-03-04,1821-03-04,James Monroe,James Monroe
indian,6,1817-03-04,1873-03-04,James Monroe,Ulysses S. Grant
indians,3,1869-03-04,1893-03-04,Ulysses S. Grant,Grover Cleveland
indicate,2,1849-03-05,1893-03-04,Zachary Taylor,Grover Cleveland
indicated,4,1861-03-04,1901-03-04,Abraham Lincoln,William McKinley
indicates,2,1925-03-04,1929-03-04,Calvin Coolidge,Herbert Hoover
indicating,3,1821-03-04,1893-03-04,James Monroe,Grover Cleveland
indication,2,1841-03-04,1865-04-17,William Henry Harrison,Andrew Johnson
indications,2,1841-03-04,1877-03-05,William Henry Harrison,Rutherford B. Hayes
indicators,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
indicted,1,1933-03-04,1933-03-04,Franklin D. Roosevelt,Franklin D. Roosevelt
indies,1,1821-03-04,1821-03-04,James Monroe,James Monroe
indifference,2,1929-03-04,2009-01-20,Herbert Hoover,Barack Obama
indifferent,2,1917-03-05,1977-01-20,Woodrow Wilson,Jimmy Carter
indigent,2,1825-03-04,1841-03-04,John Quincy Adams,William Henry Harrison
indignant,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
indignantly,1,1833-03-04,1833-03-04,Andrew Jackson,Andrew Jackson
indignation,2,1805-03-04,1837-03-04,Thomas Jefferson,Martin van Buren
indignity,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
indirect,2,1909-03-04,1925-03-04,William Howard Taft,Calvin Coolidge
indirectly,3,1833-03-04,1925-03-04,Andrew Jackson,Calvin Coolidge
indiscriminate,1,1813-03-04,1813-03-04,James Madison,James Madison
indispensable,8,1817-03-04,1997-01-20,James Monroe,William J. Clinton
indispensably,1,1789-04-30,1789-04-30,George Washington,George Washington
indissoluble,1,1789-04-30,1789-04-30,George Washington,George Washington
individual,26,1797-03-04,2013-01-21,John Adams,Barack Obama
individualists,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
individuality,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
